Time_Now;Buffer_Level 
3.41811;0
3.41811;2;
6.23673;0
6.23673;2;
6.46343;1.7733
6.46343;3.7733;
6.68358;3.55315
6.68358;5.55315;
7.04451;5.19222
7.04451;7.19222;
7.57301;6.66372
7.57301;8.66372;
7.82798;8.40875
7.82798;10.4088;
8.15862;10.0781
8.15862;12.0781;
8.97145;11.2653
8.97145;13.2653;
9.44819;12.7885
9.44819;14.7885;
11.2701;12.9666
11.2701;14.9666;
12.2382;13.9985
12.2382;15.9985;
12.9522;15.2845
12.9522;17.2845;
13.3137;16.923
13.3137;18.923;
15.9459;16.2908
15.9459;18.2908;
17.0594;17.1773
17.0594;19.1773;
17.5454;18.6913
17.5454;20.6913;
18.7674;19.4693
18.7674;21.4693;
19.5805;20.6562
19.5805;22.6562;
21.0795;21.1572
21.0795;23.1572;
23.5763;20.6604
23.5763;22.6604;
25.7963;20.4405
25.7963;22.4405;
29.1424;19.0943
29.1424;21.0943;
30.443;19.7937
30.443;21.7937;
31.0597;21.177
31.0597;23.177;
32.0543;22.1824
32.0543;24.1824;
33.4928;22.744
33.4928;24.744;
34.5509;23.6859
34.5509;25.6859;
36.304;23.9328
36.304;25.9328;
39.1778;23.0589
39.1778;25.0589;
