Time_Now;Buffer_Level 
3.42031;0
3.42031;2;
6.23805;0
6.23805;2;
6.4817;1.75634
6.4817;3.75634;
6.72349;3.51456
6.72349;5.51456;
7.07135;5.16669
7.07135;7.16669;
7.59133;6.64672
7.59133;8.64672;
7.84126;8.39679
7.84126;10.3968;
8.17422;10.0638
8.17422;12.0638;
8.74705;11.491
8.74705;13.491;
9.07698;13.1611
9.07698;15.1611;
9.4002;14.8379
9.4002;16.8379;
9.72017;16.5179
9.72017;18.5179;
11.1518;17.0862
11.1518;19.0862;
12.1983;18.0397
12.1983;20.0397;
15.3611;16.8769
15.3611;18.8769;
17.613;16.625
17.613;18.625;
18.4229;17.8152
18.4229;19.8152;
18.7963;19.4418
18.7963;21.4418;
19.3111;20.927
19.3111;22.927;
20.3763;21.8618
20.3763;23.8618;
21.362;22.876
21.362;24.876;
22.419;23.8191
22.419;25.8191;
24.1891;24.0489
24.1891;26.0489;
25.4533;24.7847
25.4533;26.7847;
28.554;23.684
28.554;25.684;
29.8183;24.4197
29.8183;26.4197;
36.4863;19.7517
36.4863;21.7517;
39.2408;18.9973
39.2408;20.9973;
45.2858;14.9523
45.2858;16.9523;
45.7636;16.4745
45.7636;18.4745;
